NAME	TITLE	SCORE	
UBN2		4.1811147	
LOC106558579		4.180456	
LOC100684759		4.180456	
LOC100683923		4.1739254	
FRMPD3		4.1732774	
LOC119873679		4.172631	
ZNF25		4.17134	
TMC3		4.1706963	
TUBB1		4.1700535	
LOC111096016		4.169411	
TAS2R1		4.1681304	
LOC100683587		4.166853	
LOC100687168		4.1649437	
LOC119866455		4.1643095	
ZNF157		4.161781	
GRIK2		4.161151	
TAS2R40		4.160522	
UNC5D		4.160522	
RHBDL3		4.159894	
LOC119874202		4.159894	
ERCC6L		4.159894	
LOC111098789		4.1586404	
BSN		4.1580153	
LOC111097452		4.1580153	
LOC119872562		4.1567674	
LOC119873385		4.1561446	
DNAH1		4.155523	
LOC102156380		4.154902	
LOC111097617		4.154902	
KIAA1614		4.154282	
LOC111095999		4.152427	
LOC119872163		4.152427	
NRK		4.1505804	
RGS6		4.1505804	
HCRTR1		4.1487417	
LOC100685448		4.1463017	
SSTR5		4.141463	
LOC111089988		4.139662	
C31H21orf62		4.1390634	
FAM217A		4.1360826	
ASIC5		4.133122	
RNF212B		4.1307683	
LOC488411		4.130182	
TMEM121B		4.129596	
LOC119873495		4.128427	
TTN		4.1266794	
LOC612110		4.1226287	
CDHR4		4.1174755	
LOC102151314		4.1157713	
MIR568		4.110698	
LOC102152924		4.10902	
TLX2		4.107349	
ADGB		4.1062384	
LOC100688381		4.1062384	
PIK3C2G		4.105684	
COL24A1		4.102923	
LOC111094748		4.102923	
LOC491385		4.1018233	
SELENOV		4.101275	
STOX1		4.0990868	
LOC111092080		4.0985417	
LOC102157002		4.0985417	
LOC119865246		4.097997	
GLIS3		4.0952845	
GUCY1A2		4.0952845	
LOC119881611		4.0952845	
LOC111095806		4.0931263	
SHCBP1L		4.0925884	
IL17RD		4.0899096	
LOC481675		4.087247	
LOC100856502		4.0840726	
LOC102153567		4.0824943	
LOC100684777		4.0824943	
LOC106559590		4.080399	
ZNF229		4.079355	
SLCO1A2		4.078834	
LOC100687001		4.0772743	
LOC119866292		4.0772743	
FOXP2		4.075204	
AKAP6		4.0741725	
MIR181B-2		4.0741725	
IGFALS		4.0726295	
LOC106558964		4.070581	
LOC119871948		4.068542	
LOC119864195		4.0680337	
LOC102154144		4.0675263	
LOC102154749		4.0675263	
LOC482170		4.0675263	
LOC100856236		4.067019	
KNL1		4.062984	
LOC111091377		4.062482	
EGFL6		4.062482	
TMEM179		4.0609803	
LOC119866146		4.0609803	
LOC611833		4.0604806	
LOC119873333		4.0594835	
LOC111096081		4.0594835	
LOC119871417		4.0545316	
SPDYC		4.0520763	
MIR599		4.0491486	
LOC102157015		4.041436	
LOC477570		4.041436	
LOC111090002		4.040005	
LOC119868006		4.0366845	
LOC102157398		4.0366845	
LOC102154674		4.033389	
LOC100684252		4.0319843	
SPEM2		4.0301185	
ACTL6B		4.0301185	
LOC119867818		4.0301185	
NME8		4.029653	
LOC106559439		4.027334	
HOXB9		4.027334	
S100G		4.025949	
LOC119871293		4.024568	
TLR9-2		4.024568	
CCSER1		4.0227337	
LOC102154967		4.0218196	
ST6GAL2		4.020907	
DCHS2		4.017729	
LOC100685067		4.0163736	
LOC477765		4.0145736	
LOC119864738		4.011441	
LOC100686946		4.011441	
LOC102154313		4.0078883	
LOC111091324		4.006123	
ST6GALNAC5		4.0026135	
LOC111096742		4.0017405	
TMPRSS7		4.0	
LOC111098297		3.9996917	
PCDH12		3.9981754	
LOC102153286		3.997752	
LOC119869559		3.9965093	
LOC119868035		3.9945364	
ABCA13		3.9936752	
SLC26A8		3.9917321	
LOC610548		3.9901924	
LOC119872607		3.9896703	
LONRF2		3.988459	
LOC100683263		3.9874623	
GLRA2		3.9860384	
LOC119866612		3.9854836	
OR55B1		3.9837232	
MYO15A		3.9777696	
LOC119874162		3.9773366	
LOC111094426		3.9773366	
LOC111094865		3.974125	
LOC111098294		3.97219	
C8H14orf39		3.9720514	
LOC111098825		3.9717705	
LOC119869766		3.9713311	
MSANTD3		3.9709775	
IQCH		3.9697688	
LOC119864888		3.9656281	
KCND3		3.9635549	
LOC102156511		3.9617417	
LOC491134		3.9617295	
LOC102151412		3.9616423	
LOC100685923		3.96013	
LOC100687147		3.95826	
LOC609762		3.9579604	
LOC100855961		3.955574	
C1QL3		3.952651	
LOC111095419		3.9523826	
MEX3A		3.9494965	
FAM184A		3.948427	
ST6GALNAC3		3.9472485	
LOC607038		3.947183	
GPR179		3.9460654	
C16H4orf47		3.9455976	
IAPP		3.940357	
LOC119870809		3.940058	
LOC111096651		3.9393778	
SLC35F1		3.9381406	
LOC119867218		3.9374819	
LOC479822		3.9363778	
LOC102156150		3.9360478	
PAX1		3.9346256	
LOC102152600		3.9338605	
LOC100687635		3.9324307	
SV2C		3.9301543	
ADAMTSL3		3.9301543	
LOC100856295		3.9283574	
MINAR1		3.9281917	
CCDC73		3.9274929	
OR2W1		3.9255128	
ALPI		3.9255054	
LRRIQ1		3.9254615	
CEP152		3.9250593	
CCDC138		3.9249861	
LOC100687091		3.9229302	
CHRNB2		3.9217463	
LOC106560189		3.9214816	
LOC111097268		3.920967	
SLC5A2		3.9209564	
IGSF9B		3.9205945	
ACOT12		3.91959	
LOC119869702		3.9189408	
ASIC1		3.9187355	
LOC111093914		3.9153595	
LOC106559724		3.9153488	
LOC490269		3.9149663	
LOC100686546		3.913854	
GABRQ		3.9113076	
BBS12		3.9109254	
LOC610150		3.9102256	
SHPRH		3.9094563	
LOC119866143		3.9085793	
ADAMTS6		3.9073496	
HMGCLL1		3.9056091	
LOC102153146		3.902153	
LOC100856228		3.9011002	
HTR2C		3.9009032	
ZNF407		3.8999398	
LOC102153218		3.8983216	
CCDC148		3.895274	
LOC102154417		3.8950965	
LOC111097776		3.8939588	
LOC100682766		3.8913841	
ZYG11A		3.8907118	
FBN2		3.8905463	
GJA10		3.8900437	
LOC119870161		3.8891444	
PKD2L2		3.888492	
GABRB2		3.8855424	
USP26		3.881527	
ADGRG7		3.8814476	
LOC102157349		3.8808894	
LOC119873371		3.880012	
LOC100683832		3.8799496	
H4-16		3.8791497	
KRT222		3.8791103	
MYO9A		3.8780365	
LOC119877575		3.877607	
LOC102154680		3.876168	
DSEL		3.8760407	
PCDH17		3.8754241	
KCNG3		3.8746002	
LOC106558321		3.873518	
NEXMIF		3.8729503	
NKAIN2		3.8727365	
LOC102153062		3.872241	
TBC1D8B		3.8709292	
LOC111093449		3.8693833	
TMEM72		3.86938	
LOC102151158		3.8688273	
LOC119865621		3.8666847	
TXNDC2		3.8649788	
LOC102156729		3.8639839	
APAF1		3.8624148	
LOC119868461		3.8609116	
BLM		3.8599763	
TSGA13		3.859473	
LOC612156		3.8585942	
OR5K5		3.8582087	
LOC119869404		3.8566291	
LOC100686969		3.8557901	
FGF9		3.855208	
ASTN1		3.8545923	
LOC102151575		3.8516905	
LOC119864979		3.8515146	
ANKRD40CL		3.8513203	
LOC100683337		3.846249	
LCT		3.8461456	
CDKL4		3.8451138	
OR10X1		3.8444028	
LOC111098982		3.8440266	
CCDC197		3.843769	
LOC491295		3.843251	
PFN3		3.8404057	
LOC102153238		3.8399909	
LOC119872382		3.8391836	
LOC102155467		3.8377254	
LOC100684432		3.8366926	
LOC119872877		3.8348417	
LOC111090562		3.8346457	
CHRNG		3.8341475	
FBXO24		3.8341446	
LOC100685222		3.8340971	
CCDC81		3.8338926	
LOC119873723		3.8325942	
ELAVL2		3.8323667	
MYO18B		3.8320656	
LOC100683920		3.8319535	
LOC119873873		3.8303285	
LOC102156193		3.8300905	
B3GALT5		3.8289232	
FER1L6		3.822299	
FGF14		3.8170178	
LOC106558132		3.8167357	
LOC100688648		3.8152292	
LOC119871095		3.8146477	
IL1RAPL1		3.814285	
FAM227B		3.8136737	
ZNF835		3.8135974	
SLC3A1		3.812003	
LRFN2		3.8113582	
LOC100685365		3.8086665	
LOC102156583		3.8074715	
LOC102154115		3.8021462	
LOC111090549		3.8008978	
LOC611985		3.798076	
TRHR		3.797757	
CDH7		3.7974572	
ZNF280B		3.796812	
VWDE		3.7964096	
ZNF283		3.7959533	
OR13C1		3.79472	
SLC51A		3.7937517	
LOC111097460		3.7933712	
KCNA6		3.7924087	
LOC119876683		3.7892482	
LOC102152831		3.7890692	
LOC100683367		3.7877457	
ARHGEF33		3.7868304	
OR5W1		3.786068	
OR13C2		3.7830875	
LOC481849		3.7829585	
LOC102155413		3.7825897	
ADCY1		3.782516	
PKD1L1		3.7810707	
LOC102157138		3.780578	
TMTC3		3.7797115	
LOC119875972		3.779053	
LOC111096198		3.7780123	
LOC119873514		3.777562	
LOC111093424		3.7771692	
DNAH8		3.7761512	
TRPC3		3.7758918	
LOC119873485		3.7755084	
CACNA1C		3.7747993	
LOC119867315		3.7724707	
LOC100687177		3.7675147	
SLC12A3		3.7670674	
TAS1R1		3.7665164	
MAST1		3.7644742	
LOC487839		3.7626524	
IQCN		3.7613442	
ROS1		3.7610235	
TENM1		3.7604678	
LGI1		3.7604527	
LOC102152014		3.7591488	
LOC489252		3.7588546	
LOC111093717		3.7588372	
SKIDA1		3.7578812	
CSMD2		3.7574933	
LOC102152592		3.7566097	
CDC20B		3.7563121	
TNRC6B		3.7561016	
COLGALT2		3.75576	
LOC475575		3.7556462	
TENM3		3.753445	
OR9I2		3.7531643	
GABRA4		3.752653	
LOC111096233		3.7487464	
LOC610899		3.7472587	
LOC106557622		3.7463834	
SEMA5B		3.7460663	
LOC479816		3.7441537	
NPAS4		3.7438767	
LOC111096254		3.7434025	
LOC119873698		3.7412262	
LOC119863996		3.739261	
GOT1L1		3.7365842	
LOC480976		3.7344298	
LOC106560173		3.732793	
MUC5AC		3.7323403	
LOC489331		3.7309098	
SHISA9		3.730779	
TRPV1		3.7272303	
LOC106559248		3.727161	
ZNF556		3.726191	
LOC100685327		3.7233038	
COL4A5		3.7228608	
LOC111098232		3.7223496	
LOC100686028		3.7220058	
LOC102153606		3.7217426	
ZNF214		3.7214544	
LOC100855666		3.7204814	
DSCAML1		3.720162	
FOXA2		3.7186985	
LOC111098615		3.7186644	
CFAP54		3.7178266	
LOC100682872		3.7176294	
AFF2		3.7175999	
LOC119864714		3.7169137	
OR4D6		3.7157316	
HS3ST3A1		3.7142358	
ESRRG		3.714157	
NALCN		3.7134626	
LOC111094039		3.7108238	
MYBPC3		3.7107477	
FRMPD4		3.7096403	
ANKRD31		3.7077174	
LOC100685024		3.7062862	
EFHB		3.70532	
LRFN5		3.7000222	
RPH3A		3.6997263	
M1AP		3.6991699	
LOC100687115		3.6984491	
KCNA4		3.6974547	
DNAJC6		3.696901	
FOXD2		3.6956086	
AKAP3		3.6944659	
MAP2K6		3.694393	
SHANK1		3.6942725	
SLC16A4		3.6938474	
LOC611083		3.6937895	
MEGF11		3.692945	
LOC102154581		3.6920977	
SCN9A		3.692087	
OR52H7		3.6913183	
LOC119870773		3.690732	
LOC119869480		3.6900675	
LOC102152445		3.6895404	
IL23R		3.6875138	
RAG1		3.6874862	
GRM5		3.6838262	
LOC100684025		3.6836963	
LOC100687063		3.6833608	
LOC608978		3.682848	
ADGRV1		3.6818302	
SLCO1C1		3.681463	
LOC608608		3.681417	
GPR62		3.6780226	
TEKT5		3.6774354	
LOC100684540		3.6763725	
LOC119869713		3.6743898	
LOC106560200		3.6740801	
SPATA18		3.6739204	
FAM71A		3.6732485	
ANO4		3.6726696	
ONECUT1		3.6724246	
SYN1		3.6713555	
CCR9		3.670704	
NLGN4X		3.6691685	
LOC111097293		3.6671698	
SLC38A11		3.666843	
RUNDC3B		3.6662123	
LOC100687898		3.664063	
LOC102151347		3.6615016	
LOC119873952		3.659433	
KCNA5		3.6577353	
SHISA6		3.6571906	
PRTG		3.6556392	
COL6A6		3.654483	
LOC106558870		3.6533732	
LOC100687257		3.6533322	
DNAH17		3.6531446	
CYP7A1		3.6530743	
LOC102156154		3.6528885	
ST8SIA2		3.6519542	
MS4A14		3.6502194	
LOC102154949		3.6498373	
LOC100686667		3.6477385	
AXDND1		3.6472235	
RANBP17		3.6448781	
MROH5		3.6437025	
LOC119863927		3.6420004	
OR6AA7		3.6407187	
METTL21C		3.6385877	
LOC102152870		3.6381514	
CCDC177		3.6349223	
RAD51AP2		3.6342912	
DIAPH3		3.6334705	
LOC119873570		3.6328473	
TSGA10		3.6328006	
LOC111098255		3.632469	
ANKRD61		3.6322603	
TAS2R39		3.6265087	
LOC102157217		3.626417	
OR2AI2		3.6260788	
ANO5		3.625719	
ERMAP		3.6252096	
LOC106557953		3.6243455	
LOC100684785		3.6233373	
ZFP28		3.6225827	
NR5A1		3.6223588	
LOC119864889		3.6220913	
LOC100684065		3.6220274	
NTN3		3.6218474	
LOC111097030		3.6211934	
MDGA2		3.6210608	
OR8C7		3.620198	
LOC102154780		3.619988	
LOC119866624		3.619986	
TRPC4		3.6192226	
NCAM1		3.6179595	
SOGA3		3.615998	
KCNMB3		3.614803	
LOC606831		3.6146708	
LOC111098970		3.6138775	
GPRIN3		3.613551	
EFCAB8		3.6111052	
NR1H4		3.6110094	
LOC490392		3.6098583	
TEX47		3.608853	
EFCAB5		3.6084192	
RFPL4A		3.6074648	
LOC111097303		3.6070938	
LOC119866565		3.6066775	
KLHL8		3.60548	
CFAP47-2		3.6051002	
LOC100686063		3.6040308	
LOC119867886		3.6036	
LOC102153289		3.6035757	
CACNA1I		3.6032186	
TSSK1B		3.6021261	
TMEM217		3.6018481	
MOS		3.601836	
SOX1		3.6004596	
LRRC66		3.5987754	
NCKAP5		3.5985098	
EXO1		3.598365	
LOC119865340		3.5948603	
LOC100685955		3.5933747	
LOC100856246		3.5922337	
FBXO47		3.5918143	
NOL4		3.5914853	
CCDC13		3.5911667	
LOC111095963		3.5904794	
ACRBP		3.5900567	
LOC119873675		3.5896902	
LOC119871462		3.5886142	
ALMS1		3.5876436	
LOC111091498		3.5865343	
USH2A		3.5862093	
SACS		3.5859697	
VPS13D		3.585963	
LOC478801		3.585769	
LOC610470		3.5843773	
LOC100684513		3.5842557	
LOC119875698		3.5809188	
LOC100683254		3.5805647	
HECW1		3.5792522	
LOC111095910		3.5785491	
LOC119871231		3.5764198	
LOC119871853		3.5742817	
OR2AE1		3.5739248	
LOC111096727		3.5736985	
LOC111092734		3.5736887	
HAUS6		3.5717258	
RGS7		3.5713794	
LENG9		3.5711236	
LOC106558632		3.5705595	
LOC102153262		3.569754	
LOC111094202		3.56891	
OR52H1		3.568834	
SLC6A16		3.5661998	
OBSCN		3.564616	
MC2R		3.5635035	
ABCA4		3.5634034	
BRWD1		3.5631251	
MGRH		3.5624428	
LOC100685150		3.5614197	
H1-4		3.5592074	
GRIN2B		3.5576081	
LOC100686935		3.5569735	
PIF1		3.5551717	
TEX11		3.5529675	
ITGA2		3.5529552	
LOC100687736		3.5522451	
SLC8A2		3.5513709	
CLDN9		3.5510573	
FAM222A		3.5504723	
USP45		3.5504553	
PNMA8C		3.5466342	
LOC119872418		3.5438845	
ADGRL3		3.543678	
KIF27		3.5433743	
LOC106560187		3.5400348	
PRR11		3.5387056	
SCGB2A2		3.5379646	
ZNF451		3.5377173	
LOC119870519		3.5354404	
CDH23		3.535123	
ZP2		3.5347035	
LOC476149		3.534693	
EQTN		3.5342813	
NKX3-2		3.5338504	
LOC100686402		3.5327828	
LOC100686407		3.5327308	
LOC102155339		3.532691	
H4C11		3.5317252	
LOC102153158		3.531514	
LOC100686830		3.5289695	
LOC100682701		3.5280793	
DCAF17		3.5278406	
LOC111097583		3.5273986	
ZNF875		3.5259907	
BMP5		3.525906	
GPR17		3.5248883	
LOC606849		3.5237844	
FAM186B		3.523461	
STYXL2		3.522938	
LOC100687694		3.5224113	
CLEC12B		3.521438	
TRIM52		3.5212648	
BPIFB3		3.520344	
PTPRD		3.5203066	
CCDC183		3.5198162	
OR1F15		3.5183468	
OR52H1B		3.5181506	
SYCP2L		3.5180674	
CALCR		3.5176797	
CCDC87		3.5175352	
LOC102156875		3.5167809	
ZC3H12C		3.5164912	
LOC100686416		3.5152035	
LOC111095583		3.514578	
LOC119873262		3.5126736	
SLC32A1		3.5124218	
LOC119869409		3.511641	
MIR8803		3.5114818	
LOC100685271		3.5102608	
OR5P5		3.510054	
DMRTA1		3.50938	
LRRC4B		3.508857	
LOC111093877		3.50877	
LOC119864306		3.5072703	
LOC100687029		3.507114	
LOC102155826		3.506592	
LOC478678		3.5051556	
KRT12		3.5051458	
LOC119871449		3.5040965	
LOC102157017		3.5038261	
OR9S26		3.5026362	
OLFM3		3.5012844	
LOC119869257		3.5007102	
SSC4D		3.4995797	
LOC102154136		3.499208	
LOC100856472		3.4981756	
LOC111091278		3.4961317	
EDDM3B		3.4956093	
APC2		3.4954352	
TRIM38		3.4933205	
LOC111095752		3.492769	
AK9		3.4915402	
LOC612497		3.4900775	
KIF18A		3.489624	
LOC119864229		3.4889164	
PKDREJ		3.486861	
PSMB11		3.4863842	
APOBEC4		3.4859917	
FRRS1L		3.4856157	
RPPH1		3.48516	
ANKAR		3.4829059	
FOXD3		3.4805803	
C28H10orf62		3.4799085	
LOC119873929		3.4797144	
FER1L4		3.4796212	
ZNF45		3.479544	
H2AC1		3.4783847	
LOC611269		3.4762783	
LOC111093317		3.4742014	
LOC489976		3.4726782	
LOC100688958		3.4719117	
PTX4		3.4707532	
LOC100683003		3.4702835	
LOC100683081		3.4701734	
LOC119870233		3.4696646	
DEUP1		3.4652164	
NTNG2		3.462279	
ZNF518A		3.4622173	
LOC111090011		3.461846	
CCR8		3.4614928	
SYT14		3.4598446	
LOC100686476		3.458432	
TRPC1		3.4582274	
LOC100687398		3.457968	
LOC119872478		3.4560611	
LRCH2		3.45427	
LOC119867347		3.4537783	
LOC119872381		3.4536376	
LOC102154562		3.4515665	
GSTO2		3.446367	
CAMSAP2		3.4459994	
LOC111097324		3.4459884	
LOC481915		3.4458332	
LOC119870734		3.4455655	
SLC30A10		3.4451525	
LOC111098029		3.4451487	
LOC488418		3.444781	
NAGS		3.4443338	
OR5A3		3.4438713	
OR5B21		3.443542	
PRKDC		3.4415374	
LOC100688228		3.4414475	
CCDC102B		3.441277	
LOC111095534		3.4394286	
LOC100685207		3.4377677	
KLHL10		3.4371555	
LOC106559183		3.4364572	
MORN5		3.4361892	
LOC119865807		3.4359083	
SEBOX		3.4346752	
LOC102151175		3.433023	
LOC119869918		3.431384	
LOC111095260		3.4310477	
LOC488162		3.429797	
LOC490324		3.4293811	
SGO1		3.429213	
LOC119874758		3.4289985	
DNAI3		3.4272609	
MMS22L		3.4270089	
USP25		3.4268777	
CEP290		3.4263697	
LOC102156730		3.4257278	
ART5		3.4253705	
LOC111093535		3.4248214	
KLF1		3.424715	
MIR215		3.4246943	
FLVCR1		3.4231384	
LOC477647		3.4218538	
TSSK6		3.4215786	
RPGRIP1L		3.421008	
LOC608047		3.420904	
LOC100686080		3.4199102	
MIRLET7F		3.4194524	
LOC119867479		3.4173844	
OR6N2		3.4169147	
FSIP1		3.4166493	
ACOT11		3.4162493	
SCAMPER		3.4161067	
LOC100686813		3.415185	
LOC111098233		3.4150405	
NPBWR1		3.414951	
OR8S3		3.4148338	
ATM		3.4145403	
TRABD2A		3.4138563	
LOC119874344		3.412161	
PERCC1		3.4117877	
CDH9		3.4117866	
DNA2		3.4097457	
LOC111097795		3.4094915	
LOC100855814		3.4084322	
C28H10orf71		3.408301	
SLC4A1		3.406714	
FSCN2		3.4064813	
MIR199-2		3.4041138	
B3GNT6		3.4006345	
CLDN20		3.39878	
LOC491985		3.3978086	
CFAP47		3.397786	
LOC102156044		3.3974116	
CASKIN1		3.3968189	
KCNRG		3.3955266	
CCDC141		3.3950195	
AR		3.3943632	
FSCB		3.3930428	
LOC106557785		3.3916814	
LOC111096865		3.3911414	
RTP3		3.39011	
LOC607729		3.38993	
LOC111093189		3.389637	
LOC100855446		3.389045	
ATCAY		3.388296	
SMC2		3.3869748	
LOC111094939		3.3869112	
LOC100684235		3.3866086	
LOC111091321		3.3865154	
LOC111092765		3.3854392	
ARPP21		3.3852198	
KIAA2026		3.3845012	
LOC102153007		3.3836358	
LRRC63		3.3836179	
LOC111095541		3.3836095	
CEP162		3.383556	
SLC12A1		3.3824787	
LOC106558471		3.3823612	
SGO2		3.3822942	
DOC2A		3.3820546	
LOC102157022		3.3799963	
LOC111095209		3.37974	
GLIPR1L1		3.3795214	
LOC119866580		3.3776317	
CCDC171		3.376856	
LOC111093250		3.3766825	
SLIT1		3.3765552	
ONECUT2		3.376168	
ANKRD24		3.3751745	
RARB		3.3740685	
SSTR2		3.373789	
NPY1R		3.3723893	
CFAP69		3.3723054	
OR9S20		3.372286	
ANKRD65		3.37142	
LOC119869362		3.3693972	
CCDC110		3.3693168	
LINGO4		3.3687685	
ZNF287		3.3685918	
LYST		3.3679945	
LOC611915		3.3679793	
MIRLET7C		3.367145	
TTLL7		3.3667226	
SSUH2		3.3664205	
G2E3		3.3663013	
LOC100685895		3.3662195	
DYNC2H1		3.3656971	
LOC102155792		3.3649468	
LOC119870797		3.3623383	
LOC100856351		3.3618133	
C1H18orf63		3.3612342	
SOX4		3.3569324	
DNM3		3.3567655	
LOC106559653		3.356272	
OR7A26		3.3560739	
SPATA5		3.3559792	
LOC106558995		3.3553379	
SERPINE3		3.3542566	
LOC102155733		3.354074	
LOC608051		3.3526394	
C3H4orf50		3.3519113	
LOC102156641		3.3516245	
LOC102151775		3.3515394	
LOC102152487		3.3513834	
ZNRF4		3.350781	
MGAT4C		3.3490245	
LOC106558658		3.3481205	
DLGAP1		3.347225	
LOC102152034		3.3469853	
GPR37L1		3.3462937	
LOC611750		3.3455808	
OR52E5		3.345249	
PURG		3.3445735	
RBFOX1		3.3440542	
DCDC2B		3.3431	
OR2T26		3.342382	
MROH9		3.3412619	
ZNF608		3.3412075	
LOC111092098		3.338889	
LOC102152670		3.3386607	
LOC119864620		3.3378694	
LOC102156179		3.3378222	
NLRP6		3.3375757	
LOC102154784		3.3374527	
S1PR4		3.3365874	
ANAPC10		3.3365026	
LOC100683374		3.3361409	
CTCFL		3.3357286	
LOC111095295		3.3346357	
LOC119877486		3.3327713	
ABCA5		3.3326676	
LOC102156557		3.3318555	
LOC100686869		3.3308868	
CCNB3		3.3304172	
LOC102152216		3.3299286	
LOC100855548		3.3296	
LOC119881352		3.3295212	
LOC111091060		3.328443	
LOC100682560		3.3271654	
LOC100684096		3.3269634	
LOC111090268		3.3263028	
SATB2		3.3256497	
ZFP42		3.3255808	
OR7E24		3.3254814	
LOC100685373		3.3251407	
LOC100685362		3.3219225	
LOC100685199		3.3209875	
WDR17		3.3170412	
SLFN14		3.314978	
NOXRED1		3.3149116	
LOC119864741		3.3147995	
LOC119865984		3.31471	
LOC119870426		3.3146327	
SLC4A5		3.3144133	
LOC119871796		3.3140907	
LOC119864860		3.3117983	
CYP11B2		3.3100336	
LOC119871243		3.309562	
LOC111095042		3.3077676	
TRO		3.3064287	
GRK1		3.3060234	
LOC102153147		3.305393	
CATSPERE		3.3051798	
GPR151		3.3042574	
LOC111096013		3.3028553	
ZNF613		3.301715	
DMXL2		3.3014627	
EPB42		3.3010805	
H1-1		3.2994998	
ZWILCH		3.2992945	
LOC119869611		3.2992089	
LOC102151323		3.2985537	
XKR9		3.2982645	
EFCAB13		3.2980082	
PYGO1		3.2978704	
GPR142		3.2977462	
CFAP157		3.2976418	
LOC100686428		3.2973695	
ARMC3		3.2971053	
LOC100682720		3.2961621	
LOC102154707		3.2925022	
STIL		3.2915077	
CRB1		3.2913072	
LOC111096951		3.2905605	
OXGR1		3.2899046	
PTGDR2		3.2898123	
CFAP46		3.2892118	
RTTN		3.2885826	
CEP126		3.2883868	
LOC611288		3.2873268	
LOC102152139		3.286944	
BEST2		3.2868776	
KCND2		3.2867625	
LOC100683196		3.2867582	
LOC119871074		3.2867482	
RESF1		3.2865422	
DNAH2		3.2865262	
LOC119872254		3.2864213	
THPO		3.2860327	
CEP192		3.2848134	
TDO2		3.2847297	
LOC119873267		3.2846997	
LOC102154031		3.2845113	
LOC100688932		3.2841597	
LOC106558110		3.2839792	
CACNA1A		3.283354	
LOC102151183		3.282233	
CCDC152		3.2815607	
LOC102155880		3.2811763	
LOC119864700		3.2811322	
GPRIN1		3.2801385	
GABBR2		3.280122	
LOC119866933		3.2789936	
LOC100687282		3.2789762	
LOC111091408		3.2785687	
TMEM266		3.2782116	
LOC100684150		3.2775364	
LOC102155280		3.2762816	
MTBP		3.2760618	
ARMH4		3.2744927	
THAP9		3.2729747	
LOC106559326		3.2719777	
UBL4B		3.2706935	
LOC111096284		3.2702823	
LOC111098288		3.2674816	
LOC106559800		3.2674358	
LOC490320		3.2674212	
LOC476900		3.2670348	
JPH1		3.2668588	
LOC119870512		3.2667506	
LOC102152736		3.2648165	
QSER1		3.2641752	
SLC6A18		3.262611	
LOC119868510		3.2621698	
PTPRN2		3.261577	
LOC100856611		3.260207	
CACNA1D		3.2598655	
ZNF501		3.259556	
TRANK1		3.2588863	
OR2B11		3.2585876	
STRIP2		3.255556	
NECAB1		3.2510316	
FZD3		3.2493227	
LOC119866298		3.2492833	
LOC609554		3.2490876	
ERC2		3.2488518	
SP7		3.2476487	
TEX45		3.2474146	
LOC100684228		3.2466078	
PDZD9		3.2459292	
LOC102153171		3.2457747	
LOC111097074		3.2451243	
LOC111092165		3.2448862	
FANCD2OS		3.244865	
LOC119870520		3.2448618	
LOC119868075		3.243101	
HTR1D		3.2413182	
LOC102156461		3.2412114	
BRSK2		3.239852	
LOC119870127		3.2357767	
LOC102155446		3.23541	
ADAM22		3.235012	
OR1E1		3.2348733	
LOC100687023		3.234725	
C10H12orf56		3.2346563	
CRACD		3.2336087	
LOC102154615		3.2330015	
WNT3A		3.2313604	
LOC100855857		3.2312732	
RTKN2		3.2310565	
ZNF790		3.230904	
LOC607286		3.230746	
ACRV1		3.2258277	
LOC111093112		3.224979	
ZFP82		3.2247078	
LOC119874161		3.2246487	
TRIM66		3.2245038	
CNTN2		3.224081	
CHRNA2		3.2238052	
LOC111094042		3.2237413	
BEST4		3.223357	
LOC100688275		3.2226877	
LOC100686643		3.2207918	
NBEAL1		3.2207196	
SCN3A		3.2201915	
GPR45		3.220066	
MACROD2		3.2189653	
LOC100687149		3.2182984	
LOC106558986		3.2180235	
LOC111095171		3.21786	
LOC102155115		3.2144275	
MPP6		3.214426	
AK7		3.2134728	
TMEM215		3.211983	
MAK		3.211575	
SASS6		3.2115614	
LOC111098632		3.2115445	
LOC111090038		3.2105117	
ATP1A4		3.210499	
ARMC2		3.2097557	
HOXA2		3.2094088	
LOC119872416		3.2088478	
LOC119866873		3.2079363	
LOC609023		3.2076833	
LOC111092564		3.2076519	
AADACL2		3.207595	
CBLB		3.2053154	
PODXL2		3.2047186	
LOC119863906		3.2042487	
CENPL		3.2016346	
FSD1L		3.2005389	
LOC119870489		3.2000484	
LOC119871551		3.1999795	
TAL2		3.1989615	
LOC100683602		3.198871	
LOC610614		3.1981525	
LOC119875699		3.1970677	
SEL1L2		3.1968005	
PDE11A		3.1966698	
SPATA20		3.193203	
GRK7		3.1930444	
LOC119871502		3.1929631	
LOC102151695		3.1924143	
LOC100686900		3.1921425	
LOC102152259		3.191945	
NUTM1		3.1909826	
LOC111095290		3.1897373	
SYCE1L		3.1881964	
F8		3.1868837	
LOC102153635		3.186686	
LOC111093849		3.1851573	
LOC102154739		3.1845517	
LOC111095118		3.1835778	
AKAP4		3.1820126	
C27H12orf40		3.181565	
HOXD12		3.1806319	
HTR1E		3.1806245	
USP13		3.180529	
SULT1C2		3.1805172	
MPHOSPH9		3.1804895	
LOC111095607		3.179488	
OR1L8		3.1790824	
LOC111096215		3.1786294	
LOC100686307		3.1782036	
KALRN		3.1762702	
LHX4		3.1761217	
LOC119871906		3.1757517	
TTLL5		3.1752033	
